ID_ВАК;ЗАР_ПЛАТ;ТРЕБ_НАВ;ТРЕБ_ОП;РЕЖ_РАБ;ФОРМ_ЗАН
2921;136926;;от 5 лет;4 часа в день;Гибрид
2922;111500;python;Нет опыта;Полный рабочий день;Удаленная работа
2923;112569;excel,pandas,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
2924;122974;excel,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
2925;285381;;от 5 лет;Полный рабочий день;Удаленная работа
2926;235185;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Удаленная работа
2927;187891;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
2928;233626;excel,pandas,python,numpy,java,c++;1-3 года;4 часа в день;Офис
2929;293211;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
2930;118519;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
2931;151975;python;1-3 года;4 часа в день;Гибрид
2932;151463;python;Нет опыта;Полный рабочий день;Офис
2933;245861;numpy,excel,python,c++;от 5 лет;4 часа в день;Удаленная работа
2934;286303;python;Нет опыта;Полный рабочий день;Офис
2935;293101;numpy,excel,python;1-3 года;Полный рабочий день;Офис
2936;275091;excel,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
2937;135170;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Гибрид
2938;107409;numpy,python;1-3 года;Полный рабочий день;Гибрид
2939;178519;python;1-3 года;Полный рабочий день;Гибрид
2940;273024;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
2941;88965;numpy,python;от 5 лет;4 часа в день;Офис
2942;231774;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
2943;63688;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
2944;197880;excel,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
2945;243398;numpy,python;от 5 лет;4 часа в день;Удаленная работа
2946;126998;numpy,python;от 5 лет;Полный рабочий день;Офис
2947;74810;;от 5 лет;4 часа в день;Удаленная работа
2948;75193;numpy,python;1-3 года;Полный рабочий день;Удаленная работа
2949;240160;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
2950;111687;numpy,excel,python;от 5 лет;Полный рабочий день;Удаленная работа
2951;79599;excel,python,numpy,java,c++;1-3 года;4 часа в день;Офис
2952;263796;numpy,python;1-3 года;Полный рабочий день;Офис
2953;59414;python;от 5 лет;4 часа в день;Гибрид
2954;219692;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
2955;56897;python;Нет опыта;Полный рабочий день;Офис
2956;153191;excel,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
2957;233719;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Удаленная работа
2958;138807;python;Нет опыта;Полный рабочий день;Удаленная работа
2959;194255;excel,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
2960;231045;numpy,python;1-3 года;4 часа в день;Гибрид
2961;57243;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
2962;74402;python;Нет опыта;Полный рабочий день;Удаленная работа
2963;255106;numpy,python;1-3 года;Полный рабочий день;Офис
2964;64477;numpy,excel,python;от 5 лет;Полный рабочий день;Гибрид
2965;86365;numpy,excel,python;Нет опыта;Полный рабочий день;Офис
2966;170617;python;Нет опыта;4 часа в день;Гибрид
2967;52358;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
2968;181128;python;Нет опыта;4 часа в день;Удаленная работа
2969;131591;excel,pandas,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
2970;234748;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
2971;238320;;от 5 лет;Полный рабочий день;Удаленная работа
2972;229792;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
2973;288770;numpy,excel,python;1-3 года;4 часа в день;Удаленная работа
2974;118783;excel,pandas,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
2975;283645;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
2976;183348;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
2977;108872;excel,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
2978;102667;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
2979;126890;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
2980;299351;numpy,excel,python;Нет опыта;4 часа в день;Гибрид
2981;266952;numpy,python;от 5 лет;4 часа в день;Удаленная работа
2982;288826;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
2983;139921;excel,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
2984;159082;python;Нет опыта;4 часа в день;Офис
2985;143829;numpy,python;от 5 лет;4 часа в день;Удаленная работа
2986;246090;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Офис
2987;193688;numpy,excel,python,c++;Нет опыта;4 часа в день;Гибрид
2988;231102;excel,pandas,python,numpy,java,c++;от 5 лет;4 часа в день;Офис
2989;188616;;Нет опыта;Полный рабочий день;Удаленная работа
2990;99201;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Офис
2991;106434;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Гибрид
2992;195938;numpy,python;1-3 года;4 часа в день;Удаленная работа
2993;197702;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Офис
2994;129661;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
2995;80685;excel,pandas,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
2996;251933;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
2997;282280;numpy,python;Нет опыта;4 часа в день;Офис
2998;57754;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
2999;63438;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Офис
3000;190286;numpy,python;Нет опыта;Полный рабочий день;Удаленная работа
3001;127957;numpy,excel,python,c++;1-3 года;4 часа в день;Гибрид
3002;277172;python;от 5 лет;4 часа в день;Гибрид
3003;166562;python;Нет опыта;Полный рабочий день;Офис
3004;250142;numpy,python;от 5 лет;Полный рабочий день;Гибрид
3005;252980;numpy,excel,python;1-3 года;Полный рабочий день;Удаленная работа
3006;95145;excel,pandas,python,numpy,java,c++;от 5 лет;4 часа в день;Офис
3007;210989;python;Нет опыта;Полный рабочий день;Гибрид
3008;291670;;от 5 лет;4 часа в день;Офис
3009;149610;excel,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
3010;57435;python;1-3 года;4 часа в день;Офис
3011;206245;python;от 5 лет;Полный рабочий день;Офис
3012;119302;python;Нет опыта;4 часа в день;Гибрид
3013;78220;numpy,excel,python;1-3 года;Полный рабочий день;Офис
3014;69775;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
3015;84829;python;Нет опыта;Полный рабочий день;Гибрид
3016;159616;python;1-3 года;4 часа в день;Удаленная работа
3017;232915;numpy,excel,python,c++;1-3 года;4 часа в день;Офис
3018;67028;excel,pandas,python,numpy,java,c++;1-3 года;Полный рабочий день;Удаленная работа
3019;244947;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
3020;166248;numpy,excel,python;от 5 лет;Полный рабочий день;Гибрид
3021;94489;excel,python,numpy,java,c++;от 5 лет;4 часа в день;Офис
3022;223670;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
